"","entity_name","entity_type","num_appearances","org_type","CBO"
"31768","line","ORG",2,NA,NA
"31769","modoc_counties","ORG",2,NA,NA
"31770","modoc_county_boards","GPE",2,NA,NA
"31771","modoc_national_forest","ORG",4,NA,NA
"31772","monitoring_and_data_management","ORG",2,NA,NA
"31773","oregon_ash","GPE",2,NA,NA
"31774","rush_creek","ORG",2,NA,NA
"31775","surprise_valley_electric","ORG",2,NA,NA
"31776","sustainable_management_criteria_chapter_4","ORG",2,NA,NA
"31777","wtr_budget","ORG",2,NA,NA
"31778","132_interferometric_synthetic_aperture_radar","ORG",1,NA,NA
"31779","25_reference_to","ORG",1,NA,NA
"31780","35416d","ORG",1,NA,NA
"31781","3623_brochure","ORG",1,NA,NA
"31782","9242020_ash_creek_refuge","GPE",1,NA,NA
"31783","aquifer_storage_and_recovery_aquifer_storage","ORG",1,NA,NA
"31784","adin_community_services_district","ORG",1,NA,NA
"31785","agricultural_agricultural","ORG",6,NA,NA
"31786","agriculture_managed_aquifer_recharge","ORG",1,NA,NA
"31787","alopecurus_tufted_foxtail","ORG",1,NA,NA
"31788","arrowhead_sagittaria","ORG",1,NA,NA
"31789","big_valley_advisory_committee_1062021","ORG",1,NA,NA
"31790","big_valley_advisory_committee_big_valley","ORG",1,NA,NA
"31791","big_valley_advisory_committee_public_draft_ch_line","ORG",1,NA,NA
"31792","big_valley_advisory_committee_water","ORG",1,NA,NA
"31793","big_valley_advisory_committee_ad_hoc_committee","ORG",1,NA,NA
"31794","bv_sustainable_groundwater_management_plan_committee","ORG",1,NA,NA
"31795","beaty","ORG",1,NA,NA
"31796","between_systems","ORG",1,NA,NA
"31797","bieber_35","ORG",1,NA,NA
"31798","bieber_formation","ORG",3,NA,NA
"31799","bigvalley_groundwater_sustainability_plan","ORG",1,NA,NA
"31800","big_swamp","ORG",1,NA,NA
"31801","big_valley_national_wildlife_refuge","ORG",1,NA,NA
"31802","big_valley_section_46","ORG",1,NA,NA
"31803","big_valley_section_55","ORG",1,NA,NA
"31804","bonaparte_s_gull_philadelphia_cistothorus","ORG",1,NA,NA
"31805","brookfield_energy","ORG",1,NA,NA
"31806","bull_run_slough","ORG",1,NA,NA
"31807","burney","GPE",1,NA,NA
"31808","butte_creeks","GPE",1,NA,NA
"31809","curve_number_method","ORG",1,NA,NA
"31810","cvwb","ORG",1,NA,NA
"31811","c_d","ORG",1,NA,NA
"31812","california_dept_of_food_and_agriculture","ORG",1,NA,NA
"31813","california_government_code_section_65300","ORG",1,NA,NA
"31814","carex_nebraska","ORG",1,NA,NA
"31815","carex_pellita","ORG",1,NA,NA
"31816","changes_line","ORG",1,NA,NA
"31817","chapters","ORG",1,NA,NA
"31818","community_data_source","ORG",1,NA,NA
"31819","component_7","ORG",1,NA,NA
"31820","conductance_and_total_dissolved_solids","ORG",1,NA,NA
"31821","continuous_global_positioning_survey_station","ORG",1,NA,NA
"31822","dsl","ORG",1,NA,NA
"31823","dear_committee","ORG",1,NA,NA
"31824","dept_of_food_and","ORG",1,NA,NA
"31825","dixie","ORG",1,NA,NA
"31826","domestic_irrigation","ORG",1,NA,NA
"31827","donohue_chapters_1","ORG",1,NA,NA
"31828","draft_ch_concern","ORG",1,NA,NA
"31829","draft_line_107_change","ORG",1,NA,NA
"31830","draft_line_345","ORG",1,NA,NA
"31831","draft_line_668","ORG",1,NA,NA
"31832","draft_line_949","ORG",1,NA,NA
"31833","draft_lines","ORG",1,NA,NA
"31834","draft_lines_115116","ORG",1,NA,NA
"31835","draft_lines_1163","ORG",1,NA,NA
"31836","draft_lines_93","ORG",1,NA,NA
"31837","dutch_flat_creek","ORG",1,NA,NA
"31838","e_fork_juniper_creek","ORG",1,NA,NA
"31839","egretta","ORG",1,NA,NA
"31840","elderberry","ORG",1,NA,NA
"31841","energy_sprinkler_application","ORG",1,NA,NA
"31842","eryngium_inland","ORG",1,NA,NA
"31843","fsa","ORG",1,NA,NA
"31844","fahrenheit_forest_service","ORG",1,NA,NA
"31845","festuca","ORG",1,NA,NA
"31846","fox_draw","ORG",1,NA,NA
"31847","fox_mountain","ORG",1,NA,NA
"31848","future_estimation_of","ORG",1,NA,NA
"31849","gei_professional_geologists","ORG",1,NA,NA
"31850","gis_database_notes","ORG",1,NA,NA
"31851","groundwater_sustainability_agency_administration_and_public_outreach","ORG",1,NA,NA
"31852","gsmp","ORG",1,NA,NA
"31853","groundwater_sustainability_plan_3584","ORG",1,NA,NA
"31854","groundwater_sustainability_plan_content","ORG",1,NA,NA
"31855","groundwater_sustainability_plan_valley_advisory_committee","ORG",1,NA,NA
"31856","gobel_slough","GPE",1,NA,NA
"31857","groundwater_11282021","ORG",1,NA,NA
"31858","groundwater_sustainability_management_plan_committee","ORG",1,NA,NA
"31859","group_d_1501","ORG",1,NA,NA
"31860","historic_line","ORG",1,NA,NA
"31861","historic_total_basin_bar","ORG",1,NA,NA
"31862","industrial_agriculture_wildlife_preserve","ORG",1,NA,NA
"31863","inflow_between_systems_surface_water_delivery","ORG",1,NA,NA
"31864","intensive_agriculture","ORG",1,NA,NA
"31865","iran","GPE",1,NA,NA
"31866","isonychia_spp","ORG",3,NA,NA
"31867","iverson","ORG",1,NA,NA
"31868","kocis_dahlke","ORG",1,NA,NA
"31869","lassen_county_waterworks_district","ORG",1,NA,NA
"31870","lgn","ORG",1,NA,NA
"31871","lassen_county_basin","GPE",1,NA,NA
"31872","lassen_county_code","GPE",1,NA,NA
"31873","lassen_county_environmental_health_department","ORG",1,NA,NA
"31874","lassen_county_water_well_ordinance","GPE",1,NA,NA
"31875","lassen_groundwater_sustainability_agency_formation_public","ORG",1,NA,NA
"31876","lassen_modoc_board_of_supervisors","ORG",1,NA,NA
"31877","line_2776","ORG",1,NA,NA
"31878","line_2776_table","ORG",1,NA,NA
"31879","lines_1555_flood","ORG",1,NA,NA
"31880","lookout_transfer_station","ORG",1,NA,NA
"31881","malin","GPE",10,NA,NA
"31882","manage_recharge","ORG",1,NA,NA
"31883","maximum_contamination_levels","ORG",1,NA,NA
"31884","mcarthur_c_area","ORG",1,NA,NA
"31885","miles","ORG",1,NA,NA
"31886","miles_community_data_source","ORG",1,NA,NA
"31887","modoc_county_11282021_maps","ORG",1,NA,NA
"31888","modoc_county_boards_of_supervisors","ORG",1,NA,NA
"31889","modoc_county_environmental_health_department","ORG",1,NA,NA
"31890","modoc_county_superior_court","ORG",1,NA,NA
"31891","modoc_county_water_well_requirements","GPE",1,NA,NA
"31892","modoc_county_s","GPE",1,NA,NA
"31893","modoc_national_forest_land_and_resource_management_plan_1142","ORG",1,NA,NA
"31894","nacse","ORG",4,NA,NA
"31895","na_phalaris","ORG",1,NA,NA
"31896","northeastern_california_water_association","ORG",2,NA,NA
"31897","nsp_unless_nonpoint_source_program","ORG",1,NA,NA
"31898","native_vegetation_and_rural_domestic","ORG",1,NA,NA
"31899","new_bieber","ORG",1,NA,NA
"31900","onsite_water_treatment_systems","ORG",1,NA,NA
"31901","precipitation_elevation_regressions_on_independent_slopes_model_model","ORG",1,NA,NA
"31902","pit_3","ORG",1,NA,NA
"31903","point_elevation","ORG",4,NA,NA
"31904","production_public","ORG",1,NA,NA
"31905","protoptila","ORG",1,NA,NA
"31906","pseudochironomu","ORG",1,NA,NA
"31907","regional_water_quality_control_board_r5","ORG",1,NA,NA
"31908","reservoirs_596","ORG",1,NA,NA
"31909","round_valley","ORG",1,NA,NA
"31910","roundup","ORG",1,NA,NA
"31911","sb88","ORG",2,NA,NA
"31912","sustainable_groundwater_management_act_1062021_text","ORG",1,NA,NA
"31913","sustainable_management_criteria_for_11282021","ORG",1,NA,NA
"31914","spi","ORG",10,NA,NA
"31915","swc","ORG",1,NA,NA
"31916","scripps","ORG",1,NA,NA
"31917","service_agency","ORG",1,NA,NA
"31918","sharing","ORG",2,NA,NA
"31919","silver_reservoir","GPE",1,NA,NA
"31920","snow_water_content","ORG",1,NA,NA
"31921","south_court","ORG",1,NA,NA
"31922","state_wildlife_habitat","ORG",1,NA,NA
"31923","surface_and_groundwater","ORG",1,NA,NA
"31924","susanville","GPE",1,NA,NA
"31925","tmdl_total_maximum_daily_load_program_nature_conservancy","ORG",1,NA,NA
"31926","tachycineta","ORG",2,NA,NA
"31927","taxonomic_soil_orders","ORG",1,NA,NA
"31928","technical_services_support_and_facilitation_services_support_programs_assistance_programs","ORG",1,NA,NA
"31929","1062021","ORG",1,NA,NA
"31930","allen_camp_dam","ORG",1,NA,NA
"31931","county_of_modoc","GPE",1,NA,NA
"31932","jordan_cove_pipeline","ORG",1,NA,NA
"31933","lassen_county_gp_2000","ORG",1,NA,NA
"31934","lassen_county_general_plan","ORG",1,NA,NA
"31935","lassen_county_municipal_code","ORG",1,NA,NA
"31936","natural_resourcescs_hydrologic_soils_group","ORG",1,NA,NA
"31937","national_bureau_of_land_management","ORG",1,NA,NA
"31938","pliocene_pleistocene23","ORG",1,NA,NA
"31939","regulations_2221","ORG",1,NA,NA
"31940","sacramento_valley_water_quality_coalition_monitoring_and_reporting_plan","ORG",1,NA,NA
"31941","us_bureau_of_bureau_of_bureau_of_bureau_of_bureau_of_indian_affairs","ORG",3,NA,NA
"31942","university_of_california_at_davis","ORG",4,NA,NA
"31943","tools","ORG",1,NA,NA
"31944","tribal_trust","ORG",1,NA,NA
"31945","tufted","ORG",1,NA,NA
"31946","upper_pit_integrated_regional_water_management_plan","ORG",1,NA,NA
"31947","valley_lassen_groundwater_sustainability_agency","ORG",1,NA,NA
"31948","vestra","ORG",1,NA,NA
"31949","wmsa","ORG",1,NA,NA
"31950","wapatum","ORG",1,NA,NA
"31951","waste_discharge_841_requirement","ORG",1,NA,NA
"31952","water_master","ORG",1,NA,NA
"31953","wilson_et_al","ORG",1,NA,NA
"31954","winter","ORG",1,NA,NA
"31955","woods_ranch","ORG",1,NA,NA
"31956","x_x_x_function_and_upland_stream_channel_enhancement_and_13","ORG",1,NA,NA
"31957","can_1062021","ORG",1,NA,NA
"31958","county_farm_advisors","ORG",1,NA,NA
"31959","for_pit_river_alliance","ORG",1,NA,NA
"31960","httpsbigvalleygsporgcalendar","ORG",1,NA,NA
"31961","httpsmydrywatersupplywatercagovreport_772021","ORG",1,NA,NA
"31962","runoff","ORG",1,NA,NA
"31963","1010_intermountain_conservation_camp","ORG",1,NA,NA
"31964","1127_county_s","ORG",1,NA,NA
"31965","1222021","ORG",1,NA,NA
"31966","acronyms_abbreviations","ORG",1,NA,NA
"31967","adin_ranger_station","ORG",1,NA,NA
"31968","allen_camp_unit","ORG",1,NA,NA
"31969","big_valley_advisory_committee_committee","ORG",1,NA,NA
"31970","big_valley_advisory","ORG",1,NA,NA
"31971","big_valley_modoc","GPE",1,NA,NA
"31972","board_assistant_county_administrative","ORG",1,NA,NA
"31973","boards_of_supervisors","ORG",1,NA,NA
"31974","bureau_of_cannabis_control","ORG",1,NA,NA
"31975","financing_coordinating_committee","ORG",1,NA,NA
"31976","chapter_6","ORG",1,NA,NA
"31977","county_of_lassen","GPE",1,NA,NA
"31978","electronic_communications_privacy_act","ORG",1,NA,NA
"31979","excel_water_level_tool","ORG",1,NA,NA
"31980","farmer_s_almanac","ORG",1,NA,NA
"31981","gis_user","ORG",1,NA,NA
"31982","hutchinson_chapters","ORG",1,NA,NA
"31983","illustrated_guide","ORG",1,NA,NA
"31984","integrated_regional_water_management_act","ORG",1,NA,NA
"31985","intermountain_conservation_camp","ORG",1,NA,NA
"31986","land_system","ORG",1,NA,NA
"31987","lassen_county_board","ORG",1,NA,NA
"31988","lassen_county_groundwater_sustainability_agency","ORG",1,NA,NA
"31989","lassen_county_sherriff","ORG",1,NA,NA
"31990","lassen_county_times","ORG",1,NA,NA
"31991","modoc_county_groundwater_sustainability_agency","ORG",3,NA,NA
"31992","modoc_county_groundwater_resources_advisory_committee","ORG",1,NA,NA
"31993","modoc_county_watermaster","GPE",1,NA,NA
"31994","modoc_lassen_county","ORG",1,NA,NA
"31995","modoc_superior_court","ORG",1,NA,NA
"31996","muck_valley_hydro_power_plant","ORG",1,NA,NA
"31997","national_hydrologic","ORG",1,NA,NA
"31998","non_chapter_15_permitting_surveillance_and_enforcement_program","ORG",1,NA,NA
"31999","north_cal_neva","ORG",1,NA,NA
"32000","north_cal_neva_resource_conservation_and_development_council","ORG",1,NA,NA
"32001","northern_california_water_association","ORG",8,NA,NA
"32002","northwest_alliance_for_computational_science_and_engineering","ORG",3,NA,NA
"32003","oak_flat_ranch","ORG",1,NA,NA
"32004","regional_recycling_group_recycle_oil_and_filter_campaign","ORG",1,NA,NA
"32005","superior_court_of_modoc_county","ORG",1,NA,NA
"32006","surface_water_delivery","ORG",1,NA,NA
"32007","tank_site_cleanup","ORG",1,NA,NA
"32008","department_of_agriculture_rural_development","ORG",1,NA,NA
"32009","geological_survey_national_wetland_inventory","ORG",1,NA,NA
"32010","underground_storage_the_program","ORG",1,NA,NA
"32011","us_forest_service_big","ORG",1,NA,NA
"32012","unified_program","ORG",1,NA,NA
"32013","thistle_euthamia","ORG",1,NA,NA
"32014","ysga","ORG",320,NA,NA
"32015","yolo_subbasin_groundwater_sustainability_agency","ORG",130,NA,NA
"32016","affiliated_party","ORG",62,NA,NA
"32017","yolo_subbasin","ORG",114,NA,NA
"32018","woodland","ORG",52,NA,NA
"32019","affiliated_parties","ORG",40,NA,NA
"32020","clarksburg","GPE",32,NA,NA
"32021","water_evaluation_and_planning","ORG",33,NA,NA
"32022","putah_creek","GPE",114,NA,NA
"32023","yolo_bypass","ORG",30,NA,NA
"32024","willow_slough","GPE",18,NA,NA
"32025","water_resources_information_database","ORG",18,NA,NA
"32026","north_yolo","GPE",22,NA,NA
"32027","buckeye_creek","GPE",15,NA,NA
"32028","mabia","ORG",13,NA,NA
"32029","south_yolo","GPE",13,NA,NA
"32030","capay","ORG",12,NA,NA
"32031","putah","ORG",42,NA,NA
"32032","yolo_subbasin_groundwater_sustainability_plan","ORG",20,NA,NA
"32033","city_of_davis","GPE",20,NA,NA
"32034","north_yolo_management_areas","ORG",14,NA,NA
"32035","bird_creek","GPE",11,NA,NA
"32036","buckeye","GPE",9,NA,NA
"32037","cache_creek","GPE",9,NA,NA
"32038","water_resources_association","ORG",59,NA,NA
"32039","cache","ORG",8,NA,NA
"32040","yolo_county_flood_control","ORG",8,NA,NA
"32041","affiliated_party_s","ORG",8,NA,NA
"32042","clendenen_associates","ORG",7,NA,NA
"32043","knights_landing","ORG",7,NA,NA
"32044","oat_creek","GPE",9,NA,NA
"32045","ucd","ORG",14,NA,NA
"32046","cdec10","ORG",6,NA,NA
"32047","central_yolo","GPE",7,NA,NA
"32048","esparto","GPE",6,NA,NA
"32049","gw_sacramento_and_the_woodland_exchange","ORG",7,NA,NA
"32050","pump","ORG",6,NA,NA
"32051","yolo_subbasin_groundwater_agency","ORG",10,NA,NA
"32052","cwa","ORG",6,NA,NA
"32053","capay_valley","GPE",6,NA,NA
"32054","dunnigan_hills_management_areas","GPE",6,NA,NA
"32055","solano_county","GPE",313,NA,NA
"32056","solano_decree","ORG",5,NA,NA
"32057","basin_study","ORG",12,NA,NA
"32058","con_ext","ORG",4,NA,NA
"32059","china_slough","GPE",4,NA,NA
"32060","clarksburg_management_areas","ORG",6,NA,NA
"32061","conaway_ranch","ORG",4,NA,NA
"32062","gw_sacramento_and_the_woodland_levels","ORG",4,NA,NA
"32063","lower_cache_creek","ORG",4,NA,NA
"32064","ysga_board_of_directors","ORG",5,NA,NA
"32065","yolo_county_flood_control_and_water_conservation_district","ORG",9,NA,NA
"32066","yolo_county_flood_control_capay","ORG",4,NA,NA
"32067","yolo_county_water_resources_information_database","ORG",5,NA,NA
"32068","colusa_basin_drain_south","ORG",3,NA,NA
"32069","dunnigan_water_district","ORG",3,NA,NA
"32070","esparto_csd","ORG",3,NA,NA
"32071","madison_csd","ORG",3,NA,NA
"32072","plainfield_ridge","GPE",5,NA,NA
"32073","soil_moisture_method","ORG",3,NA,NA
"32074","solano_subbasin","ORG",429,NA,NA
"32075","yolo_county_farm_bureau","ORG",5,NA,NA
"32076","woodland_davis_clean_water_agency","ORG",4,NA,NA
"32077","yceh","ORG",3,NA,NA
"32078","bordering_buckeye","ORG",3,NA,NA
"32079","httpscdecwatercagov","ORG",3,NA,NA
"32080","colusa_basin_drain_north","GPE",2,NA,NA
"32081","cacheville_csd","ORG",2,NA,NA
"32082","capay_valley_management_areas","ORG",2,NA,NA
"32083","capay_valley_management_area","ORG",3,NA,NA
"32084","central_yolo_management","ORG",2,NA,NA
"32085","central_yolo_management_area","ORG",2,NA,NA
"32086","conversations_calibration","ORG",2,NA,NA
"32087","guinda","GPE",2,NA,NA
"32088","knight_s_landing","ORG",2,NA,NA
"32089","knights_landing_csd","ORG",2,NA,NA
"32090","linear_program","ORG",2,NA,NA
"32091","lower_cache_putah","ORG",2,NA,NA
"32092","miner_slough","GPE",2,NA,NA
"32093","monument_hills","GPE",2,NA,NA
"32094","najas","ORG",2,NA,NA
"32095","north_yolo_management","ORG",2,NA,NA
"32096","notice_to_comply","ORG",2,NA,NA
"32097","official_management_area","ORG",2,NA,NA
"32098","ridge","GPE",2,NA,NA
"32099","river_garden_farms","ORG",2,NA,NA
"32100","rumsey","GPE",2,NA,NA
"32101","sacramento_and_the_woodland","ORG",2,NA,NA
"32102","shasta_county","ORG",2,NA,NA
"32103","south_yolo_management_areas","ORG",3,NA,NA
"32104","sustainable_groundwater_management_act_water_year_type_dataset_development_report","ORG",2,NA,NA
"32105","thamnophis_gigas_threatened","ORG",2,NA,NA
"32106","management_areasbia_method","ORG",2,NA,NA
"32107","woodland_davis","ORG",4,NA,NA
"32108","ysga_model","ORG",2,NA,NA
"32109","yolo_sustainable_groundwater_management_act_working_group","ORG",3,NA,NA
"32110","yolo_subbasin_water_budget","ORG",3,NA,NA
"32111","ycfcwcd","GPE",2,NA,NA
"32112","ysga_board","ORG",3,NA,NA
"32113","yolo_county_integrated","GPE",2,NA,NA
"32114","yolo_county_meeting","ORG",2,NA,NA
"32115","a_proposed_geological_survey_study_to_follow","ORG",2,NA,NA
"32116","e_decisions","ORG",2,NA,NA
"32117","occidentalis","ORG",2,NA,NA
"32118","sub_management_areas","ORG",2,NA,NA
"32119","cache_creek_resources_management_plan","ORG",2,NA,NA
"32120","capay_groundwater_study","ORG",2,NA,NA
"32121","institut_national_agronomique_de_tunisie","ORG",2,NA,NA
"32122","masters_thesis_of_stephen_springhorn","ORG",2,NA,NA
"32123","university_of_california_in","ORG",2,NA,NA
"32124","yolo_subbasin_s","ORG",2,NA,NA
"32125","8n","ORG",1,NA,NA
"32126","904b","ORG",1,NA,NA
"32127","9n","ORG",1,NA,NA
"32128","ab_303_project","ORG",1,NA,NA
"32129","aem_survey","ORG",8,NA,NA
"32130","aeshna","GPE",1,NA,NA
"32131","affiliated_part_s","ORG",1,NA,NA
"32132","aggregate_mine","ORG",1,NA,NA
"32133","alkali_grass_puccinellia","ORG",1,NA,NA
"32134","american_bugleweed_lythrum","ORG",1,NA,NA
"32135","aquifer_hydraulic_parameters","ORG",1,NA,NA
"32136","as_determined","ORG",1,NA,NA
"32137","assumptions_data","ORG",1,NA,NA
"32138","azolla_microphylla","ORG",1,NA,NA
"32139","bb","ORG",1,NA,NA
"32140","bay_delta_conservation_plan","ORG",2,NA,NA
"32141","bear","GPE",1,NA,NA
"32142","bird_creeks","GPE",2,NA,NA
"32143","block_centered","ORG",1,NA,NA
"32144","blue_dasher_paltothemis","ORG",1,NA,NA
"32145","borcalli_and","ORG",1,NA,NA
"32146","bot_lay1100","GPE",1,NA,NA
"32147","bot_lay1106","ORG",1,NA,NA
"32148","bot_lay1109","ORG",1,NA,NA
"32149","bot_lay1116","ORG",1,NA,NA
"32150","bot_lay132","ORG",1,NA,NA
"32151","bot_lay149","ORG",1,NA,NA
"32152","bot_lay2","ORG",1,NA,NA
"32153","bot_lay2462","ORG",1,NA,NA
"32154","bot_lay2_1431","ORG",1,NA,NA
"32155","bot_lay2_840","ORG",1,NA,NA
"32156","bot_lay32739","ORG",1,NA,NA
"32157","bot_lay32842","ORG",1,NA,NA
"32158","bot_lay32867","ORG",1,NA,NA
"32159","bot_lay3462","ORG",1,NA,NA
"32160","brasenia","ORG",1,NA,NA
"32161","broderick_bryte","ORG",1,NA,NA
"32162","brooks","ORG",1,NA,NA
"32163","buckeye_zamora","ORG",1,NA,NA
"32164","burgy","ORG",1,NA,NA
"32165","cvp_contractors","ORG",1,NA,NA
"32166","cwc_section_10723b","GPE",1,NA,NA
"32167","cache_central_valleyp","ORG",1,NA,NA
"32168","cache_creek_area","ORG",1,NA,NA
"32169","cache_creek_conservancy","ORG",1,NA,NA
"32170","cache_creek_p_61","ORG",1,NA,NA
"32171","cache_putah","ORG",1,NA,NA
"32172","cacheville","ORG",1,NA,NA
"32173","cacheville_csd_cacheville","ORG",1,NA,NA
"32174","california_floater","ORG",1,NA,NA
"32175","capay_valley_capay","ORG",1,NA,NA
"32176","capay_valley_management","ORG",1,NA,NA
"32177","capay_valley_non","ORG",1,NA,NA
"32178","capay_valley_simulated","ORG",1,NA,NA
"32179","capay_valley_vision","ORG",1,NA,NA
"32180","capay_to_yolo","ORG",1,NA,NA
"32181","cities_towns_urban_areas","ORG",1,NA,NA
"32182","clarksburg_monitoring_area","GPE",1,NA,NA
"32183","clarksburg_subbasin_valley_hills","ORG",1,NA,NA
"32184","col3935","ORG",1,NA,NA
"32185","colusa_basin_drain_canal","ORG",1,NA,NA
"32186","comm_11112020","ORG",1,NA,NA
"32187","common_yellowthroat_grus","ORG",1,NA,NA
"32188","conaway_ranch_s","ORG",1,NA,NA
"32189","conservation_landowners","ORG",3,NA,NA
"32190","continuous_gps_stations","ORG",1,NA,NA
"32191","cooperative_ext","ORG",1,NA,NA
"32192","county_of_sacramento","GPE",16,NA,NA
"32193","courtland","ORG",1,NA,NA
"32194","current_year_agriculture","ORG",1,NA,NA
"32195","dpsir","ORG",1,NA,NA
"32196","department_of_water_resources_1995","ORG",1,NA,NA
"32197","department_of_water_resources_historical","ORG",1,NA,NA
"32198","department_of_water_resources_land_use_surveys11","ORG",1,NA,NA
"32199","department_of_water_resources_spring_fall","ORG",1,NA,NA
"32200","data_data","ORG",2,NA,NA
"32201","data_sources_and_assumption","ORG",1,NA,NA
"32202","data_sources_and_assumptions_data","ORG",1,NA,NA
"32203","davis_aquifer_storage_and_recovery","ORG",1,NA,NA
"32204","davis_irrigation_management_information_system","ORG",6,NA,NA
"32205","davis_dunnigan","ORG",1,NA,NA
"32206","department_of_defense_sites","ORG",1,NA,NA
"32207","description_clarksburg_management_area","ORG",1,NA,NA
"32208","district_formation_act","ORG",1,NA,NA
"32209","drinc_portal","ORG",2,NA,NA
"32210","drinc_portal_annual_reports","ORG",1,NA,NA
"32211","dual_crop_coefficient_method","ORG",1,NA,NA
"32212","ducks_unlimited_s","ORG",1,NA,NA
"32213","dunnigan_hills_management_areas_s","ORG",1,NA,NA
"32214","dunnigan_hills_management_area","ORG",1,NA,NA
"32215","dunnigan_hills_the_dunnigan_hills","GPE",1,NA,NA
"32216","european_space_agency_sentinel1a","ORG",2,NA,NA
"32217","es_30_sustainable_management_criteria","ORG",1,NA,NA
"32218","etref_daily","ORG",1,NA,NA
"32219","east_adams","GPE",1,NA,NA
"32220","east_yolo","GPE",1,NA,NA
"32221","elk_slough","GPE",1,NA,NA
"32222","elk_slough_slough_groundwater_quality_p_75_improvement_and_flood","ORG",1,NA,NA
"32223","enterprise_water_management","ORG",1,NA,NA
"32224","eq_1","GPE",1,NA,NA
"32225","equipment_and_knowledge_hub","ORG",1,NA,NA
"32226","esparto_csd_s","ORG",1,NA,NA
"32227","establishment_of_executive_committee","ORG",1,NA,NA
"32228","fair_oaks_water_district_coordination","ORG",1,NA,NA
"32229","fault_arsenic","ORG",1,NA,NA
"32230","first_agelaius_tricolor","ORG",1,NA,NA
"32231","flooding_minimum_minimum","ORG",1,NA,NA
"32232","frame","ORG",1,NA,NA
"32233","future_wmw","ORG",1,NA,NA
"32234","gps_stations","ORG",1,NA,NA
"32235","groundwater_sustainability_agency_formation_water","ORG",1,NA,NA
"32236","gse12879","ORG",1,NA,NA
"32237","gse181","GPE",1,NA,NA
"32238","gse33083","ORG",1,NA,NA
"32239","gomphus","ORG",3,NA,NA
"32240","google_maps_gis","ORG",1,NA,NA
"32241","gordon_slough","GPE",1,NA,NA
"32242","grebe_aechmophorus","ORG",1,NA,NA
"32243","ground_studies_project","ORG",1,NA,NA
"32244","groundwater_calibration_calibration","ORG",1,NA,NA
"32245","groundwater_dependent_ecosystem_monitoring_network","ORG",2,NA,NA
"32246","guinda_ditch_development","ORG",1,NA,NA
"32247","hardscape_conversion","ORG",1,NA,NA
"32248","helicopsyche","ORG",1,NA,NA
"32249","hibiscus_lasiocarpos","ORG",1,NA,NA
"32250","hillaire","ORG",1,NA,NA
"32251","hough_springs","GPE",1,NA,NA
"32252","hydraulic_conductivity_volume","ORG",1,NA,NA
"32253","hydrogeologic_characterization_report_of_dunnigan_water_district","ORG",1,NA,NA
"32254","hydrogeologic_conceptual_model_data_gaps_data","ORG",1,NA,NA
"32255","hydrology_model_stream","ORG",1,NA,NA
"32256","id1136","ORG",1,NA,NA
"32257","id1284","ORG",1,NA,NA
"32258","id188","ORG",1,NA,NA
"32259","id287","ORG",1,NA,NA
"32260","id300","ORG",1,NA,NA
"32261","identification_of_interconnected_surface_water_bodies_figure","ORG",1,NA,NA
"32262","indian_valley","ORG",1,NA,NA
"32263","interconnected_surface_water_management_zones","ORG",1,NA,NA
"32264","intergovernmental_scientific","ORG",1,NA,NA
"32265","kelsey","GPE",1,NA,NA
"32266","kelsey_springs","GPE",1,NA,NA
"32267","knight_s_landing_ridge_cut","ORG",1,NA,NA
"32268","knights_landing_community_services_district","ORG",1,NA,NA
"32269","knights_landing_ridge_cut","ORG",1,NA,NA
"32270","krs_adjustment","ORG",1,NA,NA
"32271","lamb_valley_slough","GPE",1,NA,NA
"32272","land_subsidence_monitoring_network_protocols","ORG",1,NA,NA
"32273","land_surface_budgets","ORG",1,NA,NA
"32274","leroux","ORG",2,NA,NA
"32275","lycopus_americanus","ORG",1,NA,NA
"32276","mbk_engineering","ORG",1,NA,NA
"32277","modflow_gse45","ORG",1,NA,NA
"32278","modflow_gse56","ORG",1,NA,NA
"32279","madison_community_service_district","ORG",1,NA,NA
"32280","mayfly_tramea","ORG",1,NA,NA
"32281","mccune_creek","GPE",2,NA,NA
"32282","moore_s_siphon","ORG",1,NA,NA
"32283","multiple_data_sets","ORG",1,NA,NA
"32284","na_agricultural","ORG",1,NA,NA
"32285","na_associates","ORG",1,NA,NA
"32286","na_model_output_stream","ORG",1,NA,NA
"32287","na_model_output_output","ORG",1,NA,NA
"32288","ncro","ORG",1,NA,NA
"32289","nlcd","ORG",2,NA,NA
"32290","n_data","ORG",1,NA,NA
"32291","non_subchapter","ORG",1,NA,NA
"32292","non_transient_non_community","ORG",2,NA,NA
"32293","not_not","ORG",1,NA,NA
"32294","nuttall","ORG",1,NA,NA
"32295","oat_bird","GPE",1,NA,NA
"32296","olmsted","ORG",9,NA,NA
"32297","ongoing_water","ORG",1,NA,NA
"32298","orange_vale_water_company","ORG",6,NA,NA
"32299","p9_integrated_precision_water","ORG",1,NA,NA
"32300","periodic_communication_and_engagement","ORG",1,NA,NA
"32301","plantago","ORG",1,NA,NA
"32302","plegadis","ORG",1,NA,NA
"32303","pogogyne","ORG",2,NA,NA
"32304","pogogyne_douglasii_not","ORG",1,NA,NA
"32305","point_blue_s_water_tracker","ORG",1,NA,NA
"32306","potential_cause_of_chronic_lowering_of_groundwater_levels_section_35426b1","ORG",1,NA,NA
"32307","precipitation_rain","ORG",1,NA,NA
"32308","project_water","ORG",1,NA,NA
