"name","num_appearances_sum","num_appearances_mean","num_types","entity_type","AI_TAGGED"
"centre_europeen_de_reserches_et_de_formation",2,2,1,"Natural_Feature",0
"certificate_of_analysis",2,1,1,"Reference",1
"certified_unified_program_agency",2,2,1,"Group",0
"cgs",2,1,1,"State_Gov",1
"ch3_revise_line",2,2,1,"Nonsense",1
"chair_of_each_committee",2,2,1,"Group",0
"chair_of_the_executive_committee",2,1,1,"Group",0
"chair_of_the_technical_advisory_committee",2,1,1,"Group",0
"challenges",2,1,1,"Nonsense",1
"chambers_public_noticing_irrigation_district211",2,2,1,"District",1
"champlin_slough",2,2,1,"Natural_Feature",0
"channel_island_beach",2,1,1,"Natural_Feature",1
"channel_islands_beach_community",2,1,1,"Group",0
"channels",2,1,1,"Natural_Feature",1
"chapman",2,2,1,"Person",1
"chappelle",2,2,1,"Nonsense",1
"chapter_8",2,2,1,"Reference",1
"chatsworth",2,1,1,"Geographic_Unit",1
"chevron_usa_inc",2,2,1,"Company",1
"chico_management_area",2,2,1,"Geographic_Unit",0
"chico_rancheria",2,2,1,"Local_Gov",1
"chino_desalter_authority",2,2,1,"Group",0
"chittenden",2,2,1,"Basin",1
"chloride_chloride",2,1,1,"District",0
"cholame",2,2,1,"Geographic_Unit",1
"chowchilla_bypass_water",2,2,1,"Water_Project",1
"chowchilla_madera",2,2,1,"Basin",1
"chowchilla_subbasins",2,2,1,"Basin",0
"chowchilla_water_district_board",2,2,1,"Group",0
"chowchilla_water_district_meeting",2,2,1,"Group",1
"chris_boyle",2,2,1,"Person",1
"christensen_associates_inc",2,2,1,"Company",1
"chronic_lowering_of_groundwater_fall",2,2,1,"Natural_Feature",1
"chuck_corica_golf_complex",2,2,1,"Infrastructure",1
"chumash_mission",2,1,1,"Nonsense",1
"chung",2,2,1,"Nonsense",1
"circumstances_and_criteria_for_implementation",2,2,1,"Reference",1
"cisdce",2,2,1,"Nonsense",1
"cities_of_rohnert_park",2,2,1,"Local_Gov",1
"citizens_advisory_groups",2,1,1,"Group",0
"citizens_for_responsible_oil_and_gas",2,1,1,"NGO",1
"city_clerk_to_execute_the_certificate_of_acceptance",2,2,1,"Nonsense",1
"city_council_chambers",2,2,1,"Nonsense",1
"city_environment_committee",2,2,1,"Group",0
"city_general_plan",2,2,1,"Technical",0
"city_of_5",2,2,1,"City",0
"city_of_albany",2,2,1,"City",0
"city_of_bishop_to",2,2,1,"City",0
"city_of_canyon_lake",2,2,1,"City",0
"city_of_el_cerrito_gp",2,2,1,"City",0
"city_of_farmersville",2,2,1,"City",0
"city_of_hemet",2,2,1,"City",0
"city_of_oakley",2,2,1,"City",0
"city_of_scotts_valley_tertiary_treatment_plant",2,2,1,"City",0
"city_of_weed",2,2,1,"City",0
"citywide_non",2,2,1,"District",0
"clarita",2,1,1,"Nonsense",1
"claudia_faunt",2,1,1,"Person",1
"clean_water_action",2,2,1,"NGO",1
"clean_water_state_revolving_fund_program",2,1,1,"State_Gov",1
"cleveland_national_forest",2,2,1,"Natural_Feature",1
"clint_mckay",2,2,1,"Person",1
"clovis_sewage_treatment_water_reuse_facility",2,2,1,"Infrastructure",1
"cma_groundwater_sustainability_agency_advisory_committee",2,2,1,"Group",0
"co",2,1,1,"Nonsense",1
"coachella_valley_water_district",2,2,1,"District",0
"coastal_conservancy",2,2,1,"State_Gov",1
"coastal_range",2,2,1,"Geographic_Unit",1
"coastal_ranges",2,2,1,"Geographic_Unit",1
"coastal_zone_management_act",2,1,1,"Legal",0
"code_of_civil_procedure_section_861",2,2,1,"Reference",0
"coldwater_groundwater_sustainability_authority",2,2,1,"Group",0
"collaboration",2,1,1,"Nonsense",1
"collaborative_decision_approach",2,2,1,"Group",1
"collection_of_other_required_information",2,1,1,"Natural_Feature",0
"colusa_city_council",2,2,1,"Group",0
"colusa_subbasin_multi_benefit_groundwater_recharge_costs_item",2,2,1,"Reference",1
"commerce",2,1,1,"City",0
"commercial_environmental_health",2,1,1,"Nonsense",1
"committee_action",2,2,1,"Nonsense",1
"committee_and_governing_board",2,2,1,"Group",0
"communication_forums_tools_governance_agencies_briefings_board",2,1,1,"Group",0
"communication_key_sustainable_groundwater_management_act",2,1,1,"Legal",0
"communication_monitoring",2,2,1,"Technical",0
"communication_objectives",2,1,1,"Nonsense",1
"communications_and_engagement",2,2,1,"Group",1
"communities",2,1,1,"Group",0
"community_development",2,2,1,"Nonsense",1
"community_development_department",2,2,1,"Group",0
"community_engagement_and_outreach_plan",2,2,1,"Technical",0
"community_engagement_survey",2,2,1,"Technical",1
"community_engagement_team",2,2,1,"Group",1
"community_monitoring_program",2,2,1,"Technical",0
"community_planning_districts",2,2,1,"District",0
"community_services_district_law",2,1,1,"Legal",0
"complaint_and_petition_for_declaratory_relief",2,2,1,"Legal",1
"comprehensive_groundwater_quality_monitoring_program",2,2,1,"Technical",0
"concur",2,2,1,"Nonsense",1
"conejo_creek_flows_by_t",2,2,1,"Data_System",1
"conejo_creek_water_pumping_program",2,1,1,"Water_Project",1
"conejo_creeks",2,2,1,"Natural_Feature",0
"confined",2,1,1,"Nonsense",1
"confined_while",2,2,1,"Nonsense",1
"conflict_of_interest_code",2,2,1,"Legal",0
"congruently",2,1,1,"Nonsense",1
"conifer",2,1,1,"Nonsense",1
"conjunctive",2,2,1,"Nonsense",1
"conjunctive_use_agreements",2,2,1,"Group",0
"consensus_and_collaboration_program",2,1,1,"Group",1
"conservation_and_land_use",2,2,1,"Legal",1
"conservation_and_open_space",2,1,1,"Group",1
"conservation_and_open_space_element",2,1,2,"Reference",1
"conservation_development_and_planning",2,2,1,"Group",1
"conservation_easements",2,2,1,"Legal",1
"conservation_element_and_open_space_element",2,1,1,"Reference",1
"conservation_open_space_element",2,2,1,"Legal",1
"conservation_service",2,1,1,"Federal_Gov",1
"conservation_technical_assistance",2,1,1,"Technical",0
"considering_beneficial_uses_and_users",2,2,1,"District",0
"consolidated_bedrock",2,2,1,"District",0
"constituents_of_concern",2,2,1,"Technical",1
"construction_activities_and_requirements_specific",2,2,1,"Reference",1
"contra_all_project_phases",2,2,1,"Nonsense",1
"contra_costa_county_water_agency",2,2,1,"Group",0
"contra_costa_goldfields",2,2,1,"Natural_Feature",1
"contract",2,1,1,"Legal",0
"contracting_entities",2,1,1,"Group",1
"controller_of_the_agency",2,2,1,"Group",0
"conversations_calibration",2,2,1,"Nonsense",1
"conveyance",2,2,1,"Infrastructure",1
"cooperating_agreement",2,2,1,"Group",0
"cooperation_agreement",2,2,1,"Group",0
"cooperative_committee_regular_meeting",2,2,1,"Group",1
"coordinate_community_development_decisions",2,2,1,"Group",1
"coordinated_costs",2,2,1,"Nonsense",1
"coordinates",2,1,1,"Nonsense",1
"coordinating_body",2,2,1,"Group",1
"coordination_of_farm_plans",2,2,1,"Technical",0
"coordination_the_enterprise_anderson_groundwater_sustainability_agency",2,1,1,"Other_GSA",0
"cordua_id",2,2,1,"District",0
"corona_groundwater_management_plan",2,2,1,"Technical",0
"corona_utility_authority",2,1,1,"Group",0
"corporation",2,2,1,"Nonsense",1
"corral_de_tierra_areas",2,2,1,"Geographic_Unit",0
"corral_de_tierra_management",2,2,1,"Group",1
"corral_de_tierra_subarea",2,2,1,"Geographic_Unit",0
"corridors_framework_plan",2,2,1,"Technical",0
"corydon",2,2,1,"Nonsense",1
"coso_valley",2,2,1,"Geographic_Unit",0
"costs",2,1,1,"Nonsense",1
"cosumnes_basin_data_management_system",2,2,1,"Technical",0
"cosumnes_subbain",2,2,1,"Basin",1
"cosumnes_working_group_consultants",2,2,1,"Group",1
"coswpa",2,2,1,"Group",1
"cottonwood_creek_recharge_project",2,2,1,"Water_Project",0
"council_of_county",2,2,1,"County",0
"country_club_faults",2,1,1,"Natural_Feature",1
"county_adopted_uab",2,2,1,"Legal",1
"county_city_of",2,2,1,"City",0
"county_department_of_public_health",2,2,1,"Local_Gov",1
"county_environmental_health_departments",2,2,1,"Group",0
"county_environmental_health_division",2,2,1,"Local_Gov",1
"county_government_center",2,2,1,"Infrastructure",1
"county_groundwater_commission",2,2,1,"Group",0
"county_of_marin",2,1,1,"County",0
"county_of_monterey_groundwater_sustainability_agency",2,2,1,"Local_GSA",0
"county_of_siskiyou_local_agency_formation_commission",2,1,1,"Group",0
"county_of_sutter",2,2,1,"County",0
"county_of_tulare_health_and_human_services_agency",2,1,1,"Group",0
"county_overlying",2,2,1,"Geographic_Unit",1
"county_road_a12_reach_length",2,2,1,"Nonsense",1
"county_service_areas",2,1,1,"Geographic_Unit",0
"county_water_well_ordinance_4468",2,1,1,"Legal",1
"county_where",2,2,1,"Nonsense",1
"covid19",2,1,1,"District",0
"cowardin_et_al",2,2,1,"Reference",1
"cpp_reverse_osmosis_plant",2,2,1,"Infrastructure",1
"crane_creek",2,2,1,"City",0
"create_and_manage",2,2,1,"Nonsense",1
"cretaceous_val_verde_tonalite",2,2,1,"Natural_Feature",1
"criteria",2,2,1,"Nonsense",1
"criteria_a_and_b",2,2,1,"Nonsense",1
"critical_species_lookbook",2,2,1,"Technical",1
"cross_complaint",2,2,1,"Nonsense",1
"cross_section_a_a",2,2,1,"Reference",0
"cross_section_c_c",2,2,1,"Reference",0
"cross_section_locations",2,2,1,"Reference",0
"cucamonga",2,2,1,"Geographic_Unit",1
"current_monitoring_network",2,1,1,"Technical",0
"customer_assistance_program",2,2,1,"Group",1
"cvpia",2,2,1,"Group",1
"cwc_section_10723",2,1,1,"Reference",0
"cwm",2,2,1,"Nonsense",1
"cwsrf_program",2,2,1,"Group",1
"d5447",2,2,1,"Nonsense",1
"d5891",2,2,1,"Nonsense",1
"dairy_program",2,2,1,"Nonsense",1
"dan_steiner",2,2,1,"Person",1
"danish_environmental_protection_agency",2,1,1,"Group",0
"data_collection_data",2,1,1,"Technical",0
"data_management_system_and_data_reporting",2,1,1,"Technical",0
"data_management_various",2,1,1,"Technical",0
"data_quality_and_objectives",2,1,1,"Technical",0
"data_quality_and_quality_control_plan",2,1,1,"Technical",0
"data_quality_data",2,1,1,"Technical",0
"data_recording",2,2,1,"Technical",0
"data_type",2,2,1,"Technical",0
"daulton",2,2,1,"Geographic_Unit",1
"david_fairman",2,2,1,"District",0
"david_jacobs",2,2,1,"District",0
"davids_engineering_inc",2,2,1,"District",0
"davids_engineering_luhdorff_and_scalmanini_consulting_engineers",2,2,1,"District",0
"davids_lsce",2,2,1,"District",0
"davis_wd",2,2,1,"District",0
"dctra_groundwater_management_plan_memorandum",2,1,1,"Reference",1
"dctra_groundwater_management_plan_update",2,1,2,"Technical",1
"de_agua",2,2,1,"Nonsense",1
"de_monitoreo",2,2,1,"Technical",0
"decreasing",2,2,1,"Nonsense",1
"deep_aquifer_investigative_study",2,2,1,"Technical",1
"deep_aquitard",2,2,1,"Natural_Feature",1
"deep_percolation_of",2,2,1,"Nonsense",1
"deer_creek_and_tule_river_authority_groundwater_management_plan_update",2,1,1,"Technical",1
"defines_sustainable_management_criteria",2,1,1,"Legal",1
"degradation_of_water_quality_sustainability_indicator",2,2,1,"Technical",1
"degraded_water_quality_smc",2,2,1,"Technical",1
"del_norte",2,1,1,"County",0
"del_valle_isw",2,1,1,"District",1
"del_valle_reach",2,1,2,"Geographic_Unit",1
"delano_earlimart_id",2,2,1,"District",0
"delano_earlimart_irrigation_district_groundwater_sustainability_agency_board_of_directors",2,2,1,"Group",0
"delano_earlimart_irrigation_district_groundwater_sustainability_agency_jurisdiction",2,2,1,"Geographic_Unit",1
"delta_accelerated_water_transfer_program",2,2,1,"Water_Project",1
"delta_conveyance_project",2,2,1,"Water_Project",0
"delta_mendota_groundwater_subbasin",2,2,1,"Basin",0
"delta_stewardship_council",2,1,1,"State_Gov",0
"deltamendota",2,2,1,"Basin",1
"dem",2,1,1,"Infrastructure",1
"demands",2,1,1,"Nonsense",1
"dennis_r_keller",2,2,1,"Person",1
"department_of",2,2,1,"Nonsense",1
"department_of_cannabis_control",2,1,1,"State_Gov",1
"department_of_defense_army_nqa1_certified_lead",2,2,1,"Person",1
"department_of_fish_and_wildlife_comment_7_new_planning_thresholds",2,2,1,"Nonsense",1
"department_of_fish_and_wildlife_department_of_fish_and_wildlife",2,1,1,"State_Gov",1
"department_of_forestry_and_fire_protection",2,1,1,"State_Gov",0
"department_of_health_and_human_services",2,2,1,"Federal_Gov",0
"department_of_planning_and_development",2,2,1,"Local_Gov",1
"department_of_state_hospitals",2,2,1,"State_Gov",0
"department_of_water_resources_2019_state_water_project_delivery_capability_report",2,1,1,"Technical",0
"department_of_water_resources_4",2,1,1,"State_Gov",1
"department_of_water_resources_basin",2,1,1,"Basin",0
"department_of_water_resources_bmp",2,2,1,"State_Gov",1
"department_of_water_resources_california_elevation_monitoring_statewide_groundwater_elevation_monitoring",2,2,1,"State_Gov",0
"department_of_water_resources_comments",2,1,2,"Federal_Gov",1
"department_of_water_resources_environmental_science_associates_insar",2,2,1,"Group",1
"department_of_water_resources_groundwater_sustainability_plan_elements_guide",2,1,1,"District",0
"department_of_water_resources_groundwater_sustainability_plan_evaluations",2,2,1,"State_Gov",1
"department_of_water_resources_guidance_document",2,2,1,"District",0
"department_of_water_resources_merced_county_land_use_survey",2,2,1,"Technical",1
"department_of_water_resources_n",2,2,1,"State_Gov",1
"department_of_water_resources_northern_region",2,1,1,"Geographic_Unit",0
"department_of_water_resources_portal",2,2,1,"Data_System",1
"department_of_water_resources_publication",2,2,1,"Reference",1
"department_of_water_resources_recharge",2,2,1,"State_Gov",1
"department_of_water_resources_region_offices",2,1,1,"State_Gov",1
"department_of_water_resources_statewide_groundwater_elevation_monitoring_program_2_equipped",2,2,1,"Technical",0
"department_of_water_resources_sustainable_groundwater_management_act_portal",2,1,1,"Data_System",1
"department_of_water_resources_sustainable_groundwater_management_grant_program",2,1,1,"State_Gov",1
"department_of_water_resources_the_variable_operation",2,2,1,"Group",1
"department_of_water_resources_water_tool",2,2,1,"Data_System",1
"department_of_water_resources_water_year",2,2,1,"Data_System",1
"department_of_water_resources_well_standards",2,2,1,"Legal",1
"department_of_water_resources_well_standards_bulletin_nos",2,1,1,"Legal",1
"department_of_water_resources_well_standards_bulletins_nos",2,1,1,"Legal",1
"departmental_allocation_list_for_emergency_services_division_of_the_county_executive_office",2,2,1,"Reference",1
"depletion_of",2,1,1,"Nonsense",1
"depletion_of_interconnected_surface_water_regional",2,1,1,"Technical",1
"depletion_of_interconnected_surface_water_that",2,2,1,"Nonsense",1
"depletion_of_interconnected_surface_waters",2,1,1,"Natural_Feature",1
"depth",2,2,1,"Nonsense",1
"depthtogroundwater",2,2,1,"Technical",1
"derived_from_gems_and_adjusted_change",2,2,1,"Technical",1
"description_of_measures_and_explanation_of_how_will_be_achieved",2,2,1,"Reference",1
"design",2,1,1,"Nonsense",1
"detailed_analysis_unit",2,1,2,"Geographic_Unit",1
"detected_in_groundwater_wells",2,2,1,"Technical",1
"determination_of_sustainable_yield_sustainable",2,1,1,"Technical",1
"development_of_a_numerical_groundwater_flow_model",2,2,1,"Technical",0
"di",2,2,1,"Nonsense",1
"digiorgio_unit",2,2,1,"Basin",1
"direct_mail",2,1,1,"Nonsense",1
"direct_recharge_in_agriculture_areas",2,2,1,"Geographic_Unit",0
"disadvantaged_communities_inform",2,2,1,"Technical",1
"disadvantaged_community_block_groups",2,1,1,"Group",0
"disadvantaged_community_boundaries_places",2,2,1,"Geographic_Unit",1
"disadvantaged_community_communities",2,2,1,"Group",0
"disadvantaged_community_involvement_section_186_pg_committee",2,2,1,"Reference",0
"disadvantaged_community_mapping_tool",2,1,2,"Data_System",1
"discharge",2,1,2,"Nonsense",1
"discharges_consumptive_use_lateral_flow_of_groundwater",2,2,1,"Technical",1
"discussion_of_management_actions",2,1,1,"Reference",1
"dissolved_iron",2,2,1,"Natural_Feature",1
"distribution_system_improvement_projects",2,2,1,"Water_Project",0
"district_engineer",2,2,1,"Person",1
"division_13",2,2,1,"Legal",1
"division_3_of_the_public_resources_code",2,1,1,"Legal",0
"division_6_of_the",2,2,1,"Nonsense",1
"division_7",2,2,1,"Local_Gov",1
"division_of_safety_of_dams",2,2,1,"Infrastructure",0
"division_of_the_director",2,1,1,"Group",1
"division_of_water_resources",2,2,1,"State_Gov",1
"division_one",2,1,1,"Nonsense",1
"divisions_and_programs",2,1,1,"Group",1
"divisions_of_geologic_time",2,2,1,"Nonsense",1
"dm",2,2,1,"Nonsense",1
"dmgb_coordination_committee",2,2,1,"Group",0
"domestic_well_owners",2,1,1,"Group",1
"dominic_gutierrez",2,2,1,"Person",1
"dorsey_et_al",2,2,1,"Reference",1
"doug_a_linney",2,2,1,"Person",1
"douglas_fir",2,2,1,"Natural_Feature",1
"draft_chapter_9_project_and_management_actions",2,2,1,"Reference",1
"draft_groundwater_sustainability_plan_review",2,1,1,"Technical",1
"draft_intertie_feasibility_study",2,2,1,"Technical",1
"draft_merced_subbasin_groundwater_sustainability_plan",2,2,1,"Technical",0
"draft_piru_fillmore_basins_assembly_bill",2,1,1,"Legal",0
"drain_packages",2,2,1,"Technical",1
"drought_management_plan",2,2,1,"Technical",0
"dryfield_creek",2,2,1,"Natural_Feature",0
"drywells",2,2,1,"Infrastructure",1
"dt",2,2,1,"Nonsense",1
"dubrovsky",2,1,1,"Person",1
"duell",2,2,1,"Nonsense",1
"duke_energy",2,2,1,"Company",1
"duncan_macewan",2,2,1,"Person",1
"dw",2,2,1,"Nonsense",1
"dymally_alatorre_bilingual_services_act",2,2,1,"Legal",0
"e3",2,2,1,"Nonsense",1
"e_hautala",2,1,1,"Person",1
"e_logs",2,2,1,"Technical",1
"e_o",2,2,1,"Nonsense",1
"each_party",2,1,1,"Nonsense",1
"each_project_or_action",2,1,1,"Nonsense",1
"each_regular_board_of_directors",2,1,1,"Group",0
"eagsp",2,1,1,"Nonsense",1
"earl_schmitt_filtration_plant",2,2,1,"Infrastructure",1
"early_action_plans",2,1,1,"Technical",0
"east_contra_costa_groundwater_sustainability_plan",2,2,1,"Technical",0
"east_contra_costa_irrigation_district_board_report",2,2,1,"Technical",0
"east_las_posas_management_area_model",2,2,1,"Technical",0
"east_niles",2,2,1,"City",0
"east_stanislaus_integrated_regional_water_management_plan",2,2,1,"Technical",0
"eastern_management_area_of",2,2,1,"Geographic_Unit",1
"eastern_management_areas",2,2,1,"Geographic_Unit",0
"eastern_portion",2,1,1,"Geographic_Unit",1
"eastern_tule",2,2,1,"Basin",1
"eastern_tule_groundwater_sustainability_agency_interested_parties_list",2,2,1,"Reference",1
"eastern_tule_groundwater_sustainability_agency_joint_powers_authority",2,2,1,"Group",0
"eastside_bypass_chowchilla_canal",2,2,1,"District",0
"eastside_lower_aquifer",2,2,1,"Natural_Feature",0
"ebay",2,2,1,"Company",1
"edna_ranch_mutual_water_company",2,2,1,"Company",1
"education",2,1,1,"Nonsense",1
"education_of_groundwater_use_per_acre",2,2,1,"Technical",1
"effect_of_minimum_threshold_on",2,2,1,"Nonsense",1
"eki_environment_water_inc",2,2,1,"Company",1
"el_camino_restoration",2,2,1,"Water_Project",1
"el_estudio_de_tarifas_que",2,2,1,"Nonsense",1
"el_monitoreo_y_la_presentación_informes",2,2,1,"Technical",0
"el_nido_canal",2,2,1,"District",0
"el_paso_water_utilities",2,2,1,"District",1
"el_rio_groundwater_recharge_facility",2,2,1,"Infrastructure",1
"el_rio_mobile_estates",2,2,1,"Geographic_Unit",1
"el_rio_spreading_grounds",2,2,1,"Infrastructure",1
"el_río",2,2,1,"Natural_Feature",1
"elbar_ranch",2,1,1,"Nonsense",1
"electronic_data_transfer_library",2,1,1,"Technical",0
"elevation_contour",2,2,1,"Technical",1
"elk_grove_general_plan",2,2,1,"Technical",0
"elkhorn",2,2,1,"City",0
"elkhorn_property",2,2,1,"Geographic_Unit",1
"ellis",2,2,1,"Geographic_Unit",1
"elsinore_valley_groundwater_subbasin",2,2,1,"Basin",0
"elvin_kumar",2,2,1,"Person",1
"empire_weir_no",2,2,1,"Infrastructure",1
"empire_west_side_irrigation_district",2,2,1,"District",0
"encourage",2,1,1,"Nonsense",1
"endangered",2,2,1,"Nonsense",1
"endangered_fully_protected_reliance_on_groundwater",2,2,1,"Nonsense",1
"endangered_fully_protected_reliance_on_groundwater_direct",2,2,1,"Nonsense",1
"ensure",2,1,1,"Nonsense",1
"enterprise_anderson_groundwater_sustainability_agency_management_adjacent_basins_committee",2,1,1,"Group",0
"enterprises",2,2,1,"Nonsense",1
"entities",2,2,1,"Nonsense",1
"environmental_and_ecosystem_uses",2,2,1,"Legal",1
"environmental_defense_fund_t10000003428_mw2",2,2,1,"NGO",1
"environmental_health_department_well_program",2,2,1,"Local_Gov",1
"environmental_management_element",2,2,1,"Reference",1
"environmental_resources_engineering",2,1,1,"Company",1
"environmental_services_dept",2,2,1,"Local_Gov",1
"environmental_users_of_groundwater_representatives",2,1,1,"Group",1
"eric_limas",2,1,1,"Person",1
"eric_shannon",2,2,1,"Person",1
"eryn_torres",2,1,1,"Person",1
"es_421_direct_groundwater_potential",2,2,1,"Technical",1
"esjga",2,1,1,"Nonsense",1
"esjwqc",2,2,1,"Nonsense",1
"establish",2,2,1,"Nonsense",1
"estimated",2,2,1,"Nonsense",1
"estimating",2,1,1,"Nonsense",1
"et_measurement",2,2,1,"Technical",1
"et_package",2,2,1,"Technical",1
"etpr",2,2,1,"Nonsense",1
"evaluate_distribution_of_groundwater_dependent_ecosystems",2,2,1,"Natural_Feature",0
"evaluate_groundwater_sustainability_plan",2,2,1,"Technical",0
"evaluated",2,2,1,"Nonsense",1
"evan_perez",2,2,1,"Person",1
"evapotranspiration",2,2,1,"Natural_Feature",1
"evapotranspiration_crop",2,1,1,"Technical",1
"executive_committees",2,2,1,"Group",0
"exeter_irrigation_district_management_area",2,2,1,"Geographic_Unit",0
"existing_enforce",2,2,1,"Legal",1
"existing_expanded_conjunctive_use",2,2,1,"Water_Project",1
"expanded_water_conservation_and_standby_rationing_plan_4_water_conservation",2,2,1,"Legal",1
"external_communications_representative",2,2,1,"Nonsense",1
"f1",2,2,1,"Nonsense",1
"f_dischargers",2,2,1,"Data_System",1
"facilitation_support_and_technical_support",2,2,1,"Technical",0
"factory_ponds",2,1,1,"Natural_Feature",1
"fair_oaks",2,2,1,"City",0
"fall_levels",2,2,1,"Technical",1
"family_resource_center",2,2,1,"Local_Gov",1
"fan_et_adenostoma",2,1,2,"Reference",1
"fan_et_ceanothus",2,1,1,"Nonsense",1
"farm_advisors",2,2,1,"Group",1
"farm_bureau_county_farm",2,2,1,"NGO",1
"farm_demand",2,2,1,"Nonsense",1
"farm_level",2,1,1,"Geographic_Unit",1
"farm_october_7",2,2,1,"Nonsense",1
"farm_process_package",2,2,1,"Nonsense",1
"fe",2,1,1,"Nonsense",1
"feather_river_regional_flood_management_plan",2,2,1,"Technical",0
"federal_and_state",2,1,1,"Group",1
"federal_emergency_management_agency",2,1,1,"Federal_Gov",0
"federal_entities_established",2,2,1,"Group",1
"federal_grants",2,2,1,"Legal",1
"federal_power_commission",2,1,1,"Group",0
"federal_wellhead_protection_program",2,1,1,"Federal_Gov",1
"fesa",2,2,1,"Legal",1
"ff_ff",2,2,1,"Nonsense",1
"field_duplicate_and_site_specific_quality_control",2,1,1,"Technical",1
"field_techniques_for_estimating_water_fluxes_between_surface_water_and_ground_water",2,1,1,"Technical",1
"files12_071data_current",2,2,1,"Technical",0
"fillmore_b_piru_c",2,1,1,"Basin",1
"finance_committee",2,2,1,"Group",0
"finite_element_model",2,1,1,"Technical",0
"firebaugh_irrigation_management_information_system",2,2,1,"Technical",0
"flood_and_water_conservation_district",2,1,1,"District",0
"flood_bypass",2,2,1,"Infrastructure",1
"flood_reserve",2,2,1,"Infrastructure",1
"floodplain",2,1,1,"Natural_Feature",1
"floodplain_enhancement_and_recharge",2,1,1,"Water_Project",1
"floodwater_the_district",2,2,1,"District",0
"florin_county_water_district",2,2,1,"District",0
"flows_technical",2,2,1,"Technical",0
"flows_underflow",2,1,2,"Technical",1
"focused_cross_sections",2,2,1,"Technical",1
"fogg_1997",2,1,1,"Reference",1
"fonsi",2,2,1,"Nonsense",1
"foothill_woodland",2,1,1,"Natural_Feature",1
"foothills_simulated",2,2,1,"Technical",1
"forebay_subbasin_groundwater_sustainability_plan_implementation_agreement",2,2,1,"Group",0
"foreman",2,1,1,"Nonsense",1
"forest_ranch",2,2,1,"City",0
"formerly_established",2,2,1,"Nonsense",1
"forrest_frick_pipeline",2,2,1,"Infrastructure",1
"forsythe",2,2,1,"Nonsense",1
"foster_park_aquatic_habitat_area_groundwater_dependent_ecosystem",2,2,1,"Natural_Feature",0
"foundational_data_documents",2,2,1,"Technical",0
"fpbga",2,1,1,"Nonsense",1
"fpbga_board_directors",2,1,1,"Group",1
"framework_document",2,1,1,"Reference",1
"franciscan_basement",2,2,1,"Natural_Feature",1
"franciscan_formation_physical_properties_wells",2,2,1,"Technical",1
"frank_konyn_dairy_inc",2,2,1,"Company",1
"freeman",2,2,1,"Nonsense",1
"freeport_regional_water_project",2,2,1,"Water_Project",0
"freitas",2,2,1,"Nonsense",1
"fremont_cottonwood",2,1,1,"Natural_Feature",1
"fresno_bee",2,1,2,"Nonsense",1
"fresno_river_flood_releases",2,2,1,"Water_Project",1
"friant_class",2,1,1,"Nonsense",1
"friant_kern_canal_as_regional_critical_infrastructure",2,2,1,"Infrastructure",1
"friant_kern_canal_central_valleyp",2,1,1,"Infrastructure",1
"frog",2,1,1,"Nonsense",1
"front_outside",2,1,1,"District",0
"front_piru_a",2,1,2,"Basin",1
"ftr",2,1,1,"Nonsense",1
"full_advanced_treatment_program",2,2,1,"Water_Project",1
"funded_seek",2,2,1,"Nonsense",1
"future_baseline_and_climate_change",2,2,1,"Technical",1
"future_baseline_with_climate_change",2,2,1,"Technical",1
"g_g",2,2,1,"Nonsense",1
"g_l",2,1,1,"Nonsense",1
"gabbro",2,2,1,"Natural_Feature",1
"gabilan",2,2,1,"Basin",1
"gadwall_unit",2,2,1,"Geographic_Unit",1
"gage_package",2,1,2,"Technical",1
"gainey_ranch",2,1,2,"Geographic_Unit",1
"galt_herald",2,2,1,"Reference",1
"galt_wwtp",2,1,1,"Infrastructure",1
"garden_farms_community_water_district_garden_farms_community_water_district",2,2,1,"District",0
"garden_highway_mutual_water_company",2,2,1,"District",1
"garmin",2,1,1,"Company",1
"garrapata",2,1,2,"Natural_Feature",1
"gasterosteus_creek",2,1,1,"Natural_Feature",0
"gcidwis",2,2,1,"District",0
"gcp",2,2,1,"Technical",1
"gems_program",2,1,1,"Technical",1
"general_agriculture",2,1,1,"Nonsense",1
"general_basin_plan_objectives",2,2,1,"Reference",1
"general_description_and_topography",2,2,1,"Reference",1
"general_information_reporting_period",2,2,1,"Technical",0
"general_plan_action_items",2,2,1,"Reference",1
"general_plan_environmental_impact_report",2,1,1,"Technical",0
"general_plans_and_groundwater_ordinances",2,1,1,"Legal",0
"general_plans_or_urban_water_management_plans",2,1,1,"Technical",0
"general_services_administration",2,1,1,"Federal_Gov",0
"general_waste_discharge_requirements",2,2,1,"Legal",1
"geojson",2,1,1,"Nonsense",1
"geologic_cross_section",2,1,1,"Reference",0
"geological",2,2,1,"Nonsense",1
"geological_survey_groundwater_ambient_monitoring_and_assessment_priority_basin_project_report",2,2,1,"Technical",0
"geological_survey_groundwater_quality_monitoring",2,1,1,"Technical",0
"geological_survey_national_elevation_dataset",2,1,1,"Technical",0
"geological_survey_national_field_manual",2,2,1,"Reference",1
"geological_survey_scientific_investigations_report",2,1,1,"Technical",0
"geological_survey_water",2,2,1,"State_Gov",1
"geological_survey_water_supply_paper_1467",2,1,1,"Reference",1
"geomega",2,1,1,"Company",1
"geottracker",2,2,1,"Data_System",1
"gg",2,2,1,"Nonsense",1
"ghb_package",2,2,1,"Technical",1
"giant_reed",2,2,1,"Natural_Feature",1
