"name","num_appearances","entity_type","AI_TAGGED","degree","gsp_id"
"irrigation_districts",1,"District",0,1,"58"
"kaweah_delta_water_conservation_district_land_surface_elevation_monitoring_plan",1,"Technical",0,2,"58"
"kaweah_alluvial_fan",1,"Natural_Feature",1,2,"58"
"kaweah_river",1,"Natural_Feature",0,1,"58"
"lindcove_hamlet_plan",1,"Technical",0,1,"58"
"lindsay_land_use_and",1,"Nonsense",1,1,"58"
"modflow_rch",1,"Technical",0,1,"58"
"monitoring_network_chapter",1,"Technical",0,1,"58"
"plainview_community_plan",1,"Technical",0,1,"58"
"ralph_m_brown_act",1,"Legal",0,1,"58"
"san_joaquin_river_restoration_settlement_water_management_goals",1,"Legal",1,1,"58"
"safe_and_affordable_drinking_water_fund",1,"Legal",1,1,"58"
"strathmore_community_plan",1,"Technical",0,1,"58"
"technical_assistance",1,"Technical",0,2,"58"
"technical_services_support",1,"Technical",0,1,"58"
"tonyville_hamlet_plan",1,"Technical",0,1,"58"
"tulare_county_general_plan_2030_update",1,"Reference",1,1,"58"
"tulare_county_zoning_ordinance",1,"Legal",0,1,"58"
"tulare_lake_sub_basin",1,"Basin",0,1,"58"
"university_of_california_division_of_agriculture",1,"State_Gov",0,1,"58"
"university_of_california_division_of_agriculture_and_natural_resources",1,"State_Gov",0,2,"58"
"wellhead_protection_program",1,"Legal",1,1,"58"
"groundwater_sustainability_agency",1,"Local_GSA",0,1,"58"
"indian_wells_valley_groundwater_authority",392,"Local_GSA",0,57,"59"
"groundwater_sustainability_plan",320,"Local_Gov",0,34,"59"
"indian_wells_valley_groundwater_basin",219,"Basin",0,32,"59"
"indian_wells_valley",168,"Geographic_Unit",0,36,"59"
"board",151,"Group",0,20,"59"
"navy",139,"Federal_Gov",0,36,"59"
"sustainable_groundwater_management_act",95,"State_Gov",0,11,"59"
"california",68,"State_Gov",0,12,"59"
"total_dissolved_solids",65,"District",0,11,"59"
"authority",71,"Group",0,13,"59"
"el_paso",59,"Local_Gov",1,6,"59"
"department_of_water_resources",63,"State_Gov",0,21,"59"
"kern_county_water_agency",67,"Group",0,8,"59"
"ridgecrest",50,"City",0,4,"59"
"searles_valley_minerals",58,"Company",1,8,"59"
"kern_county",47,"County",0,7,"59"
"state_water_project",48,"Water_Project",0,12,"59"
"indian_wells_valley_water_district",44,"District",0,7,"59"
"state",43,"State_Gov",1,3,"59"
"inyo_county",43,"County",0,14,"59"
"desert_research_institute",47,"NGO",1,8,"59"
"los_angeles_department_of_water_and_power",39,"Local_Gov",1,11,"59"
"wwtf",37,"Nonsense",1,4,"59"
"technical_advisory_committee",37,"Group",0,13,"59"
"af",30,"Nonsense",1,4,"59"
"llfz",29,"Nonsense",1,4,"59"
"city_of_ridgecrest",31,"City",0,7,"59"
"data_management_system",27,"Technical",0,1,"59"
"direct_potable_reuse",26,"Water_Project",1,3,"59"
"united_states_geological_survey",25,"Federal_Gov",0,11,"59"
"china_lake",24,"Natural_Feature",0,2,"59"
"indian_wells_valley_groundwater_authority_groundwater_sustainability_agency",34,"Local_GSA",0,3,"59"
"us_environmental_protection_agency",23,"Federal_Gov",0,2,"59"
"sierra_nevada",19,"Geographic_Unit",1,1,"59"
"bureau_of_reclamation",21,"Federal_Gov",0,5,"59"
"water_resources_manager",25,"Person",1,7,"59"
"san_bernardino_county",16,"County",0,3,"59"
"united_states",21,"Federal_Gov",1,4,"59"
"bureau_of_land_management",20,"Federal_Gov",0,5,"59"
"chase",14,"Nonsense",1,5,"59"
"indian_wells_valley_groundwater_authority_board",24,"Group",0,10,"59"
"kunkel",14,"Nonsense",1,5,"59"
"mcgraw_et_al",14,"Reference",1,1,"59"
"san_bernardino",14,"County",0,2,"59"
"berenbrock",13,"Person",1,4,"59"
"naws_china_lake",13,"Natural_Feature",0,3,"59"
"sodium_adsorption_ratio",14,"Technical",1,2,"59"
"cooperative_group",21,"Group",0,5,"59"
"california_city",11,"City",0,5,"59"
"federal_reserve_water_rights",13,"Legal",1,4,"59"
"garner_et_al",11,"Reference",1,3,"59"
"inyo",11,"County",0,1,"59"
"salt_and_nutrient_management_plan",12,"Technical",0,3,"59"
"salt_wells_valley",11,"Geographic_Unit",0,2,"59"
"searles_valley_minerals_inc",11,"Company",1,7,"59"
"tui_chub",14,"Natural_Feature",1,2,"59"
"county_of_kern",11,"County",0,4,"59"
"east_kern_county_resource_conservation_district",12,"District",0,3,"59"
"groundwater_dependent_ecosystem",10,"Natural_Feature",0,1,"59"
"alfz",9,"Nonsense",1,3,"59"
"brackish_water_group",12,"Group",0,4,"59"
"hcm",9,"Nonsense",1,1,"59"
"los_angeles",9,"County",0,3,"59"
"regional_board",17,"Group",0,6,"59"
"total_dissolved_solids_data",9,"Technical",0,3,"59"
"wells_valley_groundwater_authority",9,"Group",0,1,"59"
"appendix_3",8,"Reference",0,1,"59"
"bylaws",8,"Legal",0,2,"59"
"kern",8,"County",0,2,"59"
"lahontan_regional_water_quality_control_board",12,"Group",0,2,"59"
"pearsonville",8,"City",0,1,"59"
"china",7,"Geographic_Unit",1,1,"59"
"groundwater_ambient_monitoring_and_assessment",7,"State_Gov",0,1,"59"
"global_positioning_satellite",8,"Infrastructure",1,2,"59"
"interferometric_synthetic_aperture_radar",12,"Technical",1,1,"59"
"mwd",7,"District",0,1,"59"
"moyle",7,"Nonsense",1,2,"59"
"policy_advisory_committee",11,"Group",0,3,"59"
"trona",7,"City",0,2,"59"
"ralph_m_brown_act",7,"Legal",0,3,"59"
"capitol_core_group",6,"Group",0,2,"59"
"dutcher",6,"Nonsense",1,2,"59"
"fallowing_program",11,"Group",1,2,"59"
"fremont",6,"City",0,1,"59"
"martin",6,"Nonsense",1,2,"59"
"sierra",6,"County",0,2,"59"
"stetson",6,"Nonsense",1,1,"59"
"annual_pumping_allocation_plan",8,"Technical",0,2,"59"
"wells_valley_cooperative_groundwater_management_group",6,"Group",0,1,"59"
"agr",5,"Nonsense",1,1,"59"
"argus",5,"Data_System",1,1,"59"
"gis",5,"Technical",1,1,"59"
"groundwater_recharge_project",8,"Water_Project",0,3,"59"
"inrmp",5,"Nonsense",1,1,"59"
"legal_authority",5,"Group",0,1,"59"
"nevada",5,"County",0,1,"59"
"pioneer_point",5,"Geographic_Unit",1,1,"59"
"san_joaquin_valley",5,"Geographic_Unit",0,1,"59"
"table_a_entitlement",5,"Reference",0,2,"59"
"direct_use_project",7,"Water_Project",0,4,"59"
"us",5,"Federal_Gov",1,6,"59"
"westend",5,"Nonsense",1,1,"59"
"board_of_directors",7,"Group",0,3,"59"
"county",4,"County",0,1,"59"
"groundwater_authority",4,"Group",0,4,"59"
"galloway_et_al",4,"Reference",1,2,"59"
"general_plan",4,"Technical",0,1,"59"
"groundwater_dependent_ecosystems",4,"Natural_Feature",0,1,"59"
"inyo_county_planning_commission",7,"Group",0,2,"59"
"leak_repair_program",4,"Water_Project",1,1,"59"
"rmc",4,"Nonsense",1,2,"59"
"roquemore",4,"Nonsense",1,1,"59"
"state_water_resources_control_board",10,"State_Gov",0,1,"59"
"stetson_engineers",4,"Company",1,1,"59"
"indian_wells_valley_groundwater_authority_board_of_directors",4,"Group",0,2,"59"
"inyo_county_board_of_supervisors",4,"Group",0,1,"59"
"mohave_tui_chub",4,"Natural_Feature",1,1,"59"
"state_department_of_water_resources",4,"State_Gov",1,1,"59"
"state_of_california",4,"State_Gov",0,1,"59"
"basin",4,"Basin",0,1,"59"
"future_sustainable",5,"Nonsense",1,1,"59"
"general_plans",3,"Technical",0,1,"59"
"hydrologic_unit",5,"Geographic_Unit",1,2,"59"
"iwvcgwmg",3,"Nonsense",1,1,"59"
"inyokern_community_services_district",9,"District",0,2,"59"
"lahontan_regional_board",5,"Group",0,1,"59"
"management_action_no",3,"Nonsense",1,2,"59"
"natural_communities_commonly_associated_with_groundwater",5,"Natural_Feature",0,1,"59"
"om",3,"Nonsense",1,4,"59"
"projects_and_management_actions",3,"Reference",1,2,"59"
"pumping_optimization_project",5,"Water_Project",0,1,"59"
"qa_qc_data",3,"Technical",0,1,"59"
"rose_valley",3,"Geographic_Unit",0,1,"59"
"semitropic_water_storage_district",4,"District",0,4,"59"
"searles_valley",3,"City",0,1,"59"
"a_technical_advisory_committee",3,"Group",0,3,"59"
"brackish_water_resources_partnership",3,"Group",1,1,"59"
"california_government_code",3,"State_Gov",0,1,"59"
"groundwater_ambient_monitoring_and_assessment_program",3,"Technical",0,1,"59"
"us_geological_survey",3,"Federal_Gov",0,2,"59"
"ab303",2,"Legal",1,2,"59"
"ab_303_appx_c",2,"Reference",1,1,"59"
"avek",2,"District",1,1,"59"
"adam_bingham",2,"Person",1,1,"59"
"annual_pumping_allocation_andor_transient_pool_allocation",2,"Legal",1,1,"59"
"basewide_groundwater_monitoring_program",2,"Technical",0,2,"59"
"boron",2,"City",0,1,"59"
"california_water_code_section_135612",2,"State_Gov",0,1,"59"
"california_water_code_section_1810",2,"State_Gov",0,1,"59"
"city_council_chambers",2,"Nonsense",1,1,"59"
"commonly_associated_with_groundwater",2,"Nonsense",1,2,"59"
"control_board",2,"Group",0,1,"59"
"coso_valley",2,"Geographic_Unit",0,1,"59"
"es",2,"Nonsense",1,1,"59"
"et",2,"Nonsense",1,1,"59"
"eastern_kern_county_resource_conservation_district",3,"District",0,1,"59"
"freeman",2,"Nonsense",1,1,"59"
"gw_geochemistry",2,"Technical",1,1,"59"
"general_counsel",6,"Nonsense",1,1,"59"
"imported_water_project_options",3,"Water_Project",1,1,"59"
"kern_county_public_health_services_department",5,"Group",0,1,"59"
"lark_seep",2,"Natural_Feature",1,2,"59"
"layne",2,"Company",1,1,"59"
"light_detection_and_ranging",2,"Technical",1,1,"59"
"lithologic",2,"Nonsense",1,5,"59"
"little_dixie_washes",2,"Natural_Feature",1,1,"59"
"los_angeles_aqueduct",3,"Infrastructure",1,1,"59"
"michelle_anderson",2,"Person",1,1,"59"
"natural_communities",2,"Group",0,2,"59"
"nickel_water",2,"Company",1,2,"59"
"oregon",2,"State_Gov",1,1,"59"
"owens_valley",2,"Geographic_Unit",0,1,"59"
"poseidon",2,"District",0,1,"59"
"private_wells",2,"Infrastructure",1,2,"59"
"randsburg",2,"City",0,1,"59"
"santa_barbara_county_flood_control_and_water_conservation_district",2,"District",0,1,"59"
"state_water_project_contractors",2,"Group",1,1,"59"
"sustainable_management_criteria",2,"Legal",1,1,"59"
"texas_commission_on_environmental_quality",2,"State_Gov",1,1,"59"
"inyo_county_environmental_health_department",4,"Group",0,1,"59"
"measurable_objectives",3,"Technical",1,1,"59"
"rand_communities_water_district",3,"District",0,4,"59"
"water_conservation_strategic_plan",3,"Technical",0,2,"59"
"turbidity",2,"District",0,2,"59"
"water",2,"Nonsense",1,1,"59"
"will_manage_areas_not_covered",2,"Nonsense",1,1,"59"
"a_natural_communities_commonly_associated_with_groundwater",2,"Natural_Feature",0,1,"59"
"county_of",2,"Nonsense",1,1,"59"
"inyo_county_planning_department",2,"Group",0,2,"59"
"ridgecrest_county_water_district",2,"District",0,1,"59"
"a",1,"Nonsense",1,1,"59"
"af_of",1,"Nonsense",1,1,"59"
"all",1,"Nonsense",1,1,"59"
"alluvium",1,"Natural_Feature",0,2,"59"
"american_potash",1,"Company",1,1,"59"
"annual_operations_maintenance",1,"Technical",1,1,"59"
"annual_pumping_allocation",2,"Legal",1,1,"59"
"atolia",1,"Nonsense",1,1,"59"
"barstow",1,"City",0,1,"59"
"basin_characterization_model",1,"Technical",0,1,"59"
"board_of_supervisors_of_the_county_of_inyo",1,"Local_Gov",1,1,"59"
"borax",1,"Nonsense",1,2,"59"
"business_interests",1,"Nonsense",1,1,"59"
"ca",1,"State_Gov",1,1,"59"
"california_government_code_section_8952",1,"State_Gov",0,1,"59"
"irrigation_management_information_system",1,"State_Gov",0,1,"59"
"california_water_code_section_12924",1,"State_Gov",0,1,"59"
"cerro_coso_community_college",1,"Nonsense",1,1,"59"
"chemical_company",1,"Company",1,1,"59"
"city_municipal_domestic",1,"Nonsense",1,3,"59"
"coso_ranges",1,"Natural_Feature",1,1,"59"
"data_gaps",1,"Technical",0,1,"59"
"depletion_of_interconnected_surface_water",1,"Natural_Feature",1,1,"59"
"division_13_of_the_public_resources_code",1,"Legal",0,1,"59"
"division_2_of_the_revenue_and_taxation_code",1,"Legal",0,1,"59"
"division_6_of_the_water_code",1,"Legal",0,1,"59"
"dokka",1,"Nonsense",1,1,"59"
"domestic_well_owners",1,"Group",1,1,"59"
"dust_control_mitigation_program_project_description_section",1,"Reference",0,1,"59"
"el_paso_water_utilities",2,"District",1,1,"59"
"eastern_kern_county_resources_conservation_district",1,"District",0,2,"59"
"emerson_creek",1,"Natural_Feature",0,1,"59"
"federal_power_commission",1,"Group",0,1,"59"
"file_extraction_report",1,"Technical",0,1,"59"
"filed",1,"Nonsense",1,1,"59"
"groundwater_extraction_reports",1,"Technical",0,2,"59"
"groundwater_sustainability_agencies",1,"Group",0,1,"59"
"indian_wells_valley_groundwater_authority_pumper_group_allocation",1,"Group",1,1,"59"
"imported_water_project_option_1",1,"Water_Project",1,1,"59"
"indian_wells_valley_resource_opportunity_plan_water_availability_and_conservation_report",1,"Technical",0,1,"59"
"interbasin_flow",1,"Natural_Feature",1,1,"59"
"irrigation",1,"Nonsense",1,2,"59"
"johannesburg",1,"City",0,1,"59"
"joseph_walker",1,"Person",1,1,"59"
"kern_county_municipal_code_section_1408210",1,"Reference",0,1,"59"
"kern_county_planning_community_development_department",1,"Group",0,1,"59"
"laboratories_and_sampling_services_inyo_county",1,"County",0,1,"59"
"mainsite",1,"Nonsense",1,1,"59"
"meadowbrook_farms",1,"Geographic_Unit",1,1,"59"
"measuring_water_levels",1,"Technical",1,1,"59"
"meyer_plant",3,"Infrastructure",1,1,"59"
"michelson_lab",1,"Nonsense",1,1,"59"
"model_ad_hoc_group",1,"Group",0,1,"59"
"multi_family_residential",1,"District",0,1,"59"
"national_aeronautics_and_space_administration",1,"Federal_Gov",0,1,"59"
"naws_china_lake_monitoring_program",1,"Technical",0,1,"59"
"n_l",1,"Nonsense",1,1,"59"
"north_range_complex",1,"Geographic_Unit",1,1,"59"
"october2018",1,"Nonsense",1,1,"59"
"owens",1,"Nonsense",1,1,"59"
"policy_advisory_committee_proposals",1,"Group",1,1,"59"
"plumlee_et_al",1,"Reference",1,1,"59"
"point_loma_wastewater_treatment_plant",1,"Infrastructure",1,1,"59"
"pumping_allocation",1,"Legal",1,2,"59"
"pumping_allocations_and_transient_pool_allocations",1,"Technical",1,1,"59"
"qa_ac",1,"District",1,1,"59"
"rand_communities",1,"Group",0,2,"59"
"recycled_water",1,"Natural_Feature",1,1,"59"
"recycled_water_project",1,"Water_Project",0,1,"59"
"regional_water_quality_control_board",2,"Local_Gov",0,1,"59"
"resource_management_plans",1,"Technical",0,1,"59"
"ridgecrest_city_chambers",1,"District",0,1,"59"
"salt_and_nutrient_management_plans",1,"Technical",0,1,"59"
"section_704",1,"Reference",0,1,"59"
"simons_ranch",1,"Nonsense",1,1,"59"
"solt",1,"Nonsense",1,4,"59"
"special_counsel",1,"Group",1,1,"59"
"stamos",1,"Nonsense",1,4,"59"
"state_of_california_water_resources",1,"State_Gov",0,1,"59"
"technical_support_services",1,"Technical",0,1,"59"
"tetra_tech",1,"Company",1,1,"59"
"california_water_board",1,"State_Gov",0,1,"59"
"inyo_county_general_plan_update",1,"Reference",1,1,"59"
"naval_air_weapons_station",1,"Infrastructure",1,2,"59"
"nickel_family_llc",2,"Company",1,2,"59"
"state_of_texas_commission_on_environmental_quality",1,"State_Gov",1,1,"59"
"us_department_of_interior",1,"Federal_Gov",1,1,"59"
"todd",1,"Person",1,1,"59"
"todd_studyb",1,"Nonsense",1,1,"59"
"travis",1,"Nonsense",1,1,"59"
"treasurer",1,"Nonsense",1,1,"59"
"department_of_agriculture",1,"Federal_Gov",0,2,"59"
"us_fish_and_wildlife",1,"Federal_Gov",1,1,"59"
"uv_h2o2",1,"Water_Project",1,1,"59"
"urban_water_management_plan",1,"Technical",0,1,"59"
"walker_lane",1,"Basin",1,1,"59"
"water_quality_control_plans",1,"Technical",0,1,"59"
"wells_propulsion_lab_industrial_rinse",1,"Company",1,1,"59"
"wells_valley",1,"Geographic_Unit",0,1,"59"
"wells_valley_county_water_district",1,"District",0,1,"59"
"west_fork_carson",2,"Natural_Feature",1,1,"59"
"westend_chemical_company",1,"Company",1,1,"59"
"wholesaler_and_industrial_user",1,"Local_Gov",1,1,"59"
"zbur",1,"Nonsense",1,1,"59"
"a_policy_advisory_committee",1,"Group",0,1,"59"
"review40",1,"Nonsense",1,1,"59"
"saltgrass",1,"Natural_Feature",1,1,"59"
"brackish_groundwater_project",1,"Water_Project",0,1,"59"
"california_aqueduct",1,"State_Gov",0,1,"59"
"california_civil_code",1,"State_Gov",0,1,"59"
"department_of_fish_and_wildlife_and_the_nature_conservancy",1,"Group",1,1,"59"
"department_of_public_health",1,"State_Gov",0,1,"59"
"california_elevation_monitoring",1,"State_Gov",0,1,"59"
"state_legislature",1,"State_Gov",0,2,"59"
"china_lake_naval_air_weapons_station",1,"Infrastructure",1,1,"59"
"city_of_ridgecrest_sanitation_district",1,"City",0,1,"59"
"compliance_with_objectives",1,"Technical",1,1,"59"
"county_of_inyo_public_geographic",1,"Local_Gov",1,1,"59"
"db",1,"Nonsense",1,1,"59"
"department_of_the_navy_1",1,"Federal_Gov",1,1,"59"
"ekcrcd16",1,"Nonsense",1,1,"59"
"fee_collection_procedures_law",1,"Legal",0,2,"59"
"general_and_associate",1,"Nonsense",1,1,"59"
"groundwater_conjunctive_use_project",1,"Water_Project",0,1,"59"
"indian_wells_valley_groundwater_authority_water_resources_manager",1,"Person",1,1,"59"
"inyo_county_code",1,"Legal",0,1,"59"
"national_academy_of_sciences",1,"NGO",1,1,"59"
"national_hydrographic_dataset",1,"Technical",0,1,"59"
"policy_advisory_committee_and_technical_advisory_committee",1,"Group",0,1,"59"
"regular_monthly_receivables",1,"Nonsense",1,1,"59"
"semitropic_groundwater_storage_bank",1,"District",1,1,"59"
"state_board_of_equalization",1,"State_Gov",1,1,"59"
"state_water_resources_control_board_2009",1,"State_Gov",1,1,"59"
"west_fork_carson_river",1,"Natural_Feature",0,1,"59"
"this_algal_growth_potential",1,"Technical",1,1,"59"
"to_determine",1,"Nonsense",1,1,"59"
"update18",1,"Reference",1,1,"59"
"gravelly_ford_water_district_groundwater_sustainability_agency",125,"Local_GSA",0,24,"61"
"gravelly_ford_water_district",70,"District",0,10,"61"
"groundwater_sustainability_plan",43,"Local_Gov",0,5,"61"
"subbasin",23,"Basin",0,5,"61"
"san_joaquin",21,"County",0,12,"61"
"san_joaquin_river",20,"Natural_Feature",0,6,"61"
"cottonwood_creek",17,"Natural_Feature",0,4,"61"
"sws",14,"Nonsense",1,2,"61"
"department_of_water_resources",18,"State_Gov",0,4,"61"
"madera_subbasin",20,"Basin",0,4,"61"
"madera",10,"County",0,3,"61"
"kdsa",7,"Nonsense",1,2,"61"
"north_kings_groundwater_sustainability_agency",9,"Other_GSA",0,7,"61"
"ford",6,"Nonsense",1,2,"61"
"madera_county",7,"County",0,5,"61"
"san_joaquin_valley",6,"Geographic_Unit",0,1,"61"
"state",6,"Geographic_Unit",1,1,"61"
"cvp",5,"Water_Project",1,5,"61"
"chowchilla",3,"City",0,1,"61"
"corcoran_clay",4,"Natural_Feature",0,1,"61"
"madera_irrigation_district",4,"District",0,1,"61"
"stanislaus",3,"County",0,1,"61"
"eastside_bypass",4,"District",0,2,"61"
"chowchilla_bypass",3,"Infrastructure",1,2,"61"
"madera_sub_basin",4,"Basin",0,1,"61"
"department_of_water_resources_bulletin",2,"Reference",1,1,"61"
"fresno",2,"County",0,1,"61"
"fresno_rivers",2,"Natural_Feature",0,1,"61"
"merced",2,"County",0,1,"61"
"national_marine_fisheries_service",3,"Federal_Gov",0,2,"61"
"natural_resources_conservation_service",4,"Federal_Gov",0,2,"61"
"precipitation",2,"Natural_Feature",1,1,"61"
"sustainable_groundwater_management_act",4,"State_Gov",0,2,"61"
"board_of_the_gravelly_ford_water_district",3,"District",0,1,"61"
"agricultural_water",1,"Natural_Feature",1,2,"61"
"anagnoson",1,"Nonsense",1,2,"61"
"appendix_b",1,"Reference",0,1,"61"
"bureau_of_reclamation_for_class",1,"Federal_Gov",1,1,"61"
"cvp_supplies",1,"Water_Project",1,2,"61"
"calaveras",1,"County",0,1,"61"
"clovis",1,"City",0,1,"61"
"contact_information_for_plan_manger_groundwater_sustainability_agency_mailing_address",1,"Nonsense",1,1,"61"
"cosumnes",1,"Basin",1,1,"61"
"demands",1,"Nonsense",1,1,"61"
"district_groundwater_sustainability_agency",1,"Other_GSA",0,1,"61"
"el_peco",1,"Basin",1,1,"61"
"gravelly_ford_water_district_groundwater_sustainability_agency_area",1,"Geographic_Unit",0,1,"61"
"groundwater_sustainability_plan_adoption",1,"Reference",1,1,"61"
"gss",1,"Nonsense",1,2,"61"
"gary_serrato",1,"Person",1,1,"61"
"hydrogeologic_conceptual_model_groundwater_conditions_c",1,"Technical",0,1,"61"
"hydrographs",1,"Technical",1,1,"61"
"joint_powers_authority",1,"Group",0,1,"61"
"mid",1,"District",0,1,"61"
"merced_county",1,"County",0,1,"61"
"merced_river",1,"Natural_Feature",0,2,"61"
"mokelumne",1,"Natural_Feature",1,1,"61"
"r16e26rl",1,"Nonsense",1,1,"61"
"sws_overdraft",1,"Technical",1,1,"61"
"stretch",1,"Nonsense",1,2,"61"
"tuolumne",1,"County",0,1,"61"
"watersheds_major",1,"Geographic_Unit",1,3,"61"
"city_of",1,"City",0,1,"61"
"county_planning_department",1,"Group",0,1,"61"
"gravelly_ford_water_executive",1,"Group",1,1,"61"
"sustainability_groundwater_management_act",1,"Legal",0,1,"61"
"water_budget_best_management_practice",1,"Technical",1,1,"61"
"delano_earlimart_irrigation_district_groundwater_sustainability_agency",677,"Local_GSA",0,59,"63"
"delano_earlimart_irrigation_district",351,"District",0,46,"63"
"groundwater_sustainability_plan",200,"Local_Gov",0,24,"63"
"tbwqc",186,"Nonsense",1,46,"63"
"western_management_area",136,"Geographic_Unit",0,10,"63"
"sustainable_groundwater_management_act",111,"State_Gov",0,20,"63"
"tule_subbasin",126,"Basin",0,25,"63"
"action",73,"Nonsense",1,4,"63"
"mpep",63,"Nonsense",1,12,"63"
"subbasin",62,"Basin",0,7,"63"
"department_of_water_resources",84,"State_Gov",0,13,"63"
"tule_subbasin_setting",81,"Geographic_Unit",0,5,"63"
"delano_earlimart_irrigation_district_management_area",80,"Geographic_Unit",0,16,"63"
"tulare_county",58,"County",0,11,"63"
"central_valley_project",44,"Water_Project",0,2,"63"
"lower_tule_river_irrigation_district",42,"District",0,5,"63"
"tule_subbasin_technical_advisory_committee",60,"Group",0,4,"63"
"general_order",37,"Legal",1,7,"63"
"ood",29,"Nonsense",1,7,"63"
"city_of_porterville",29,"City",0,2,"63"
"tule_subbasin_monitoring_plan",49,"Technical",0,3,"63"
"california",27,"State_Gov",0,4,"63"
"fkc",26,"Nonsense",1,4,"63"
"comprehensive_groundwater_quality_management_plan",26,"Technical",0,3,"63"
"porterville",24,"City",0,2,"63"
"regional_water_quality_control_board",30,"Local_Gov",0,7,"63"
"environmental_quality_act",22,"State_Gov",0,3,"63"
"groundwater_quality_trend_monitoring_program",26,"Technical",0,5,"63"
"regional_board",23,"Group",0,3,"63"
"county",22,"County",0,3,"63"
"deer_creek",20,"Natural_Feature",0,7,"63"
"tule_river_association",27,"Group",1,9,"63"
"groundwater_assessment_report",19,"Technical",0,5,"63"
"kern_county",18,"County",0,2,"63"
"bsk",17,"Nonsense",1,4,"63"
"ec",17,"Nonsense",1,2,"63"
"fountain_springs",17,"Natural_Feature",1,1,"63"
"trenton_weir",17,"Infrastructure",0,1,"63"
"san_joaquin_valley",16,"Geographic_Unit",0,3,"63"
"department",23,"Group",0,4,"63"
"state",15,"State_Gov",1,2,"63"
"groundwater_flow_model",23,"Technical",0,7,"63"
"groundwater_quality_trend_monitoring_workplan",21,"Technical",0,4,"63"
"united_states_geological_survey",14,"Federal_Gov",0,3,"63"
"porter_slough",15,"Natural_Feature",0,5,"63"
"south_fork",13,"Natural_Feature",1,5,"63"
"national_environmental_policy_act",12,"Federal_Gov",0,2,"63"
"party",12,"Nonsense",1,3,"63"
"swat",12,"Technical",1,7,"63"
"success_reservoir",12,"Infrastructure",0,2,"63"
"etgsa",11,"Other_GSA",0,3,"63"
"global_positioning_system",12,"Technical",1,1,"63"
"laboratory",11,"Technical",1,5,"63"
"porterville_irrigation_district",12,"District",0,1,"63"
"relative_percent_difference",12,"Technical",1,7,"63"
"pts_min",10,"Nonsense",1,1,"63"
"terra_bella",10,"City",0,1,"63"
"deer_creek_and_tule_river_authority",9,"Group",0,9,"63"
"delano",10,"City",0,3,"63"
"ducor",9,"City",0,1,"63"
"rcsd_management_area",14,"Geographic_Unit",0,5,"63"
"tule_subbasin_coordination_agreement",10,"Group",0,2,"63"
"wba",9,"District",1,1,"63"
"williamson_et_al",9,"Reference",1,3,"63"
"department_of_water_resources_bulletin",9,"Reference",1,2,"63"
"friant_kern_canal",13,"Infrastructure",1,4,"63"
"irrigated_lands_regulatory_program",14,"State_Gov",0,4,"63"
"linear_fit",8,"Technical",1,1,"63"
"rec",8,"Nonsense",1,1,"63"
"sierra_nevada",9,"Natural_Feature",1,1,"63"
"success_dam",8,"Infrastructure",0,4,"63"
"state_of_california",10,"State_Gov",0,3,"63"
"turnbull_weir",8,"Infrastructure",0,2,"63"
"woodville",8,"City",0,2,"63"
"interested_parties_list",8,"Group",1,1,"63"
"board_of_directors",9,"Group",0,7,"63"
"earlimart_public_utility_district_management_area",10,"Geographic_Unit",0,4,"63"
"faunt",7,"Person",1,1,"63"
"i75r3327d",7,"Nonsense",1,1,"63"
"mou",7,"Group",0,4,"63"
"monitoring_and_reporting_program",8,"Technical",0,1,"63"
"san_joaquin",7,"County",0,2,"63"
"setting_representative_monitoring_site",7,"Technical",0,3,"63"
"tulare",7,"County",0,7,"63"
"wells",7,"Infrastructure",1,2,"63"
"interior_bureau_of_reclamation",7,"Federal_Gov",1,1,"63"
"appendix",6,"Reference",0,2,"63"
"applied",6,"Nonsense",1,1,"63"
"applied_to",6,"Nonsense",1,1,"63"
"us_environmental_protection_agency",7,"Federal_Gov",0,4,"63"
"friant_water_authority",8,"Group",0,5,"63"
"middle_fork",6,"District",0,2,"63"
"oettle_bridge",6,"District",0,1,"63"
"project_coordinator",6,"Nonsense",1,1,"63"
"united_states",6,"Federal_Gov",1,2,"63"
"action_1",5,"Nonsense",1,1,"63"
"coalitions",5,"Group",1,2,"63"
"edd",5,"Nonsense",1,2,"63"
"friant_division",7,"Water_Project",1,1,"63"
"gqmps",5,"Data_System",1,1,"63"
"south_san_joaquin_valley",9,"Geographic_Unit",0,3,"63"
"santa_margarita_formation",9,"Natural_Feature",0,2,"63"
"schafer",5,"Nonsense",1,5,"63"
"county_of_tulare",9,"County",0,7,"63"
"tulare_county_general_plan",6,"Technical",0,1,"63"
"turnipseed_project",7,"Water_Project",0,3,"63"
"tule_subbasin_water_management_database",7,"Technical",0,1,"63"
"woods_central_diversion",5,"Infrastructure",1,1,"63"
"appendix_1_b",4,"Reference",0,3,"63"
"appendix_a",4,"Reference",0,1,"63"
"bs",4,"Nonsense",1,1,"63"
"bsk_associates",4,"Company",1,1,"63"
"bureau_of_reclamation",12,"Federal_Gov",0,2,"63"
"coalition",4,"Group",1,2,"63"
"committee",4,"Group",0,1,"63"
"community_plans",4,"Technical",0,3,"63"
"delano_earlimart_irrigation_district_management_area_action_1_continued",4,"Reference",1,1,"63"
"davis",4,"City",0,2,"63"
"de_groot",4,"Person",1,5,"63"
"earlimart_public_utility_district",9,"District",0,6,"63"
